	ESS-0005	ESS-0010	ESS-0014	ESS-0020	ESS-0026	ESS-0035	ESS-0039	ESS-0044	ESS-0053	ESS-0058	ESS-0062	ESS-0068	ESS-0077	ESS-0080	ESS-0088	ESS-0093	ESS-0098	ESS-0104	ESS-0113	ESS-0119	ESS-0123	ESS-0129	ESS-0136	ESS-0141	ESS-0147	ESS-0155	ESS-0158	ESS-0165	ESS-0172	ESS-0177	ESS-0184	ESS-0188	ESS-0195	ESS-0202	ESS-0208	ESS-0215	ESS-0219	ESS-0224	ESS-0231	ESS-0237	ESS-0243	ESS-0251	ESS-0254	ESS-0262	ESS-0268	ESS-0272	ESS-0280	ESS-0286	ESS-0290	ESS-0296	ESS-0302	ESS-0308	ESS-0316	ESS-0321	ESS-0326	ESS-0335	ESS-0338	ESS-0347	ESS-0353	ESS-0359	ESS-0364	ESS-0371	ESS-0376	ESS-0383	ESS-0386	ESS-0394	ESS-0400	ESS-0405	ESS-0410	ESS-0419	ESS-0425	ESS-0430	ESS-0435	ESS-0441	ESS-0447	ESS-0452	ESS-0459	ESS-0467	ESS-0473	ESS-0476	ESS-0482	ESS-0489	ESS-0496	ESS-0501	ESS-0506	ESS-0513	ESS-0521	ESS-0526	ESS-0531	ESS-0536	ESS-0542	ESS-0550	ESS-0555	ESS-0561	ESS-0569	ESS-0578	ESS-0586	ESS-0590	ESS-0596	ESS-0603
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	7.68641	3.51984	0.05922	7.1298	6.53249	0.1505	0.28597	9.16582	8.544	0.03314	9.81759	0.22631	4.85389	12.79645	7.71275	9.26678	8.36204	0.05208	0.1133	6.00365	5.39355	0.17248	8.00392	3.92724	0.09601	6.77274	0.09149	7.30971	11.65203	5.49997	6.05414	2.81857	24.94724	0.14376	12.67616	0.00204	18.3387	0.04497	8.35682	0.11778	19.99195	8.2854	4.69587	24.31456	6.89742	28.99158	7.3666	0.06399	39.89259	10.74263	0.04975	0.33177	0.06665	0	0.08525	5.78437	15.41989	0.13849	3.00461	0.63799	3.68906	5.62493	0.02379	0.06351	6.83287	0.0263	6.8004	1.19197	0.21379	7.22514	7.30838	0.33467	7.1396	0.02198	5.19792	0.08208	6.29367	8.0051	0.09002	0.07952	4.48394	8.50866	3.34034	0.0237	0.04733	12.39311	2.97711	3.61118	0.19378	0.05067	4.32529	0.11987	24.66384	4.73191	12.76477	0.01116	9.98979	0.09512	2.63347	5.49529
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	7.63538	24.69352	41.148	0.0438	0.02085	0.29658	22.78283	0.52735	23.84185	15.11795	0.20941	0.30344	20.92085	18.54132	7.00352	18.17884	14.35725	77.76333	37.33747	9.94047	5.42078	8.85315	7.54561	26.5746	32.28878	4.41878	40.96147	32.08975	5.86956	19.44263	16.57973	9.01249	0.91433	3.61111	20.7946	10.14175	9.56715	0.30393	4.45379	15.59435	0.1326	11.25522	0.15928	0.10936	29.47225	0.33055	0.17275	23.45977	0.81656	3.49324	43.40016	22.22508	12.07754	28.5003	10.81627	14.62272	3.74075	12.1074	0.86093	10.73599	19.53021	0.08496	12.18502	0.67689	0.10394	10.52011	9.61262	0.06622	0.25265	7.26903	15.88699	10.07403	0.12107	0.09013	19.93963	0.11601	8.69439	10.94733	22.70441	36.63257	13.78651	7.22894	6.12548	0.10613	0.75535	10.56019	31.51109	28.76679	13.51413	11.01996	10.67223	21.02832	10.51037	47.28537	15.17407	17.09586	29.36438	0.33676	30.55375	16.98098
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis	6.69297	22.93611	7.85993	25.00419	22.15067	9.2667	8.31745	27.14746	20.8323	32.9926	23.51224	12.03352	19.10881	32.3338	7.98638	16.3166	12.3555	0.20538	18.70999	4.16151	26.20035	33.64919	6.93926	13.08042	16.27241	8.02765	43.83846	0.38193	7.11649	20.91472	25.17348	0.25728	2.16674	2.31533	12.60486	31.09941	6.64406	22.75302	3.69008	20.78814	26.67865	11.55741	1.44845	6.04189	13.03703	0.34161	15.76761	6.47977	10.57035	10.43721	0.17741	6.76944	30.97924	10.64677	38.24144	8.99047	9.29614	1.75776	1.98778	3.14085	12.71842	4.39996	26.53491	0.36698	12.90109	3.72192	3.45641	13.25427	0.26728	12.76684	5.4049	3.82906	22.32961	0.1081	43.04341	0.21151	7.34765	15.69613	3.75661	0.17177	34.29591	5.84165	10.06003	0.10472	0.56566	21.27854	5.67349	9.23597	49.07542	26.88853	12.46441	25.88764	4.93285	10.87292	9.05135	37.08531	9.68366	0.20678	9.2235	4.6637
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	5.4826	0.01367	0.05346	0.00574	1.71436	0	5.61341	0.14471	6.8576	0.00426	0.00749	4.6997	0.00605	0.00209	1.42101	2.35329	1.86113	0.00698	0.02434	1.10657	0.02354	0.03413	0.25048	0.0177	3.71426	3.63597	0.21369	3.42673	7.86209	3.42804	6.64435	0.91919	0.43523	0.03538	2.01061	0	0.00309	0.00503	2.42711	2.32493	0.00483	2.6785	0.65498	0.02588	0.82135	0.01577	2.84504	1.97292	0.03926	0.03865	0.00596	2.85887	0.51591	2.4846	0.01867	0.48375	0.69241	0.6881	2.2949	0.07915	0.01236	1.73095	0.01184	0.04703	0.06149	1.08123	0.95175	0.8735	0.15432	3.56121	7.35443	0.15203	2.52859	0.01412	0.04156	0.03394	17.44369	0.44317	0.05955	0.02819	0.0061	7.70534	4.55191	0.02088	0.15723	0.83368	0	2.25174	0.04116	1.25005	1.9621	2.47058	0.83114	4.74156	0	1.98726	0	0.0063	2.29486	12.70782
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180	3.52124	0	0	0	0	0	0.0133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0	4.47453	0	0	0.21842	0.44317	0.23932	0	0	0	0	0	0.02874	0	0.06851	0	0	1.3337	0.00582	0	0.02282	0	0	0	0	0	0	0.00738	0	0	0	0.14561	0	0.00147	0	0	0	0	0	5e-04	0	0	0	2.66029	1.47494	0	0	0	0	0	0	0	0	0	0.05786	0	0	0.33242	0	7.70141	0	0	0.00281	0	0.84299	0	0	0	0	0	0	0	0.00338
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_110	2.78562	0	0	0	0	0	0.0297	0.3468	0	0	0	0	0.00577	0	0.17665	0	0	0	0	0	0	0	0.07413	0	0	0	0	0.14319	0	0	0	0.01113	1.19813	0.01153	0.06819	0	0	0	0.44224	0.63542	0	0	0.0202	0	0	0	0	0	0.01282	0	0	0.83682	0	0	0	0.03537	0.02545	0	1.24991	0	0	1.7646	0	0	0.00543	0	0.00163	0	0.01052	0.0026	0.00205	0.09197	0.00437	0	0	0	0.00055	0.01915	0.00265	0	0	1.11102	0	0	0.01066	0.10803	0	0	0	0	0.12595	0	0	0	0.08575	0	0	0.01276	0	0.00181
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus	1.72138	1.05927	0.00356	0.00232	0.73182	0	0.6404	0.97563	0.93802	0.81779	0.82886	1.49815	1.03989	1.84465	1.56709	2.00903	0.71505	0.01339	0.02122	1.7016	0.52814	2.24485	1.2974	0.00341	0.88317	1.04557	0.00693	1.98931	2.32444	0.73432	1.48516	0.44914	0.06663	0.4956	1.50102	0	1.49892	2.94573	1.50514	1.20254	0.51587	0.99075	0.77363	0.05828	1.12389	0.00882	1.68316	1.6817	0.09823	2.41878	0.01502	3.94642	0.01288	0.80826	0.851	0.78299	0.00651	2.34529	0.07342	0.51588	0.68858	0.78613	0	0.03957	0.00311	0.3306	0.00391	0	0.01401	0.0054	0.52123	0.94326	0.8706	0	0.00259	0.01756	1.27215	0.40646	1.78201	0.01361	0.01582	0.46161	0	0	0.21458	1.65582	1.19853	0	0.02471	1.56208	2.21482	0.00737	0.2335	0.61996	1.8873	0	0	0.18013	0.00278	0.00518
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	1.53438	0.0207	0	1.39283	0.09007	0.06266	0.0266	0.00162	0.00078	0.03013	0.23944	0.3935	0.38911	0.40454	0.17678	0.59366	0.70905	1.37187	0.00383	0.25422	0.00625	2.03297	3.01815	0	0.45823	0.17239	0.00689	0.01348	2.80325	0.20367	0.61035	5.30862	0.15986	3.37197	0.09437	0	0	3.40255	2.30034	0.92909	0.42145	1.36621	0.22582	0	1.71484	0.7481	0.01604	0.04065	0.03083	0.29806	7.29558	0	0.00807	0	0.00815	0.39969	0.0072	2.09163	0.02305	0.13974	0.00522	3.03051	7.53428	0	0.01755	0.01464	0.01665	0.00769	0.04653	0.0096	1.23154	2.72913	0.01338	7.42422	0.24011	3.03031	1.03424	1.44719	3.70565	0.01656	0.01203	1.13501	0.00914	0.01116	0.62703	0.48282	0.2285	0.00928	0	0.04725	1.95144	1.20437	0	0.02624	0.22323	1.26059	2.64733	1.45606	0.5312	0.0119
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	1.05347	0.06946	0.79579	1.08139	0.03529	0.04504	1.97899	0.26943	0.08889	0.99505	0.73338	0.05114	0.19156	0.0592	0.37581	0.07849	0.19176	0.19734	0.81874	0.15549	0.51022	0.42791	0.13963	0.63448	0.34563	0.06382	0.01285	0.10267	0.16817	0.19426	0.02359	0.03425	1.46832	0.04025	0.64657	0.74858	0.38137	0.28432	0.62438	0.00429	1.55634	0.01656	0.04879	0.97608	0.06398	0.51387	0.13934	0.14134	0.40772	0.09692	0.30418	0.01137	0.04962	0.19415	0.04672	0.12404	0.03284	0	0.08833	0.03759	0.05053	0.02313	0.27149	0.37722	0.41363	0.79029	0.38421	0.91667	2.53178	0.46574	0.41761	0.01326	0.09456	0.97262	0.07262	0.03234	1.06322	0.05771	1.40129	0.45738	0.39682	0.03124	0.66327	0.71347	0.00512	0	0.3438	0.80104	0.27408	0.06629	0.05163	0.10174	2.39972	0.01785	0	0.00659	0.28539	0.00689	0.6448	1.29772
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_massiliensis	0.93838	0.09734	0.00717	0	0	0.10158	0	0.00026	0.04014	0.01679	0.11362	0	0.00713	0	0.0079	0	0	0.26322	0	0	0.00381	0	0	0.0437	0.00462	0.03872	4e-04	0.04207	0	0	0	0	0.06718	0	0.00525	0.12904	0.01743	0.01914	0.74923	0	0.53271	0	0	0.05587	0.26551	0	0.00365	0	0	0	0.00191	0.10412	0.46477	0.11592	0	0	0	0.00602	0	0	0.01154	0.17666	0.04163	0	0.00279	0.42785	0.14658	0.12336	0.02937	0.13307	0.02882	0.00032	0.01223	0.03304	0	0.01975	0.05243	2e-04	0	0	0.17024	0.02007	0	1.11599	0	0	0.00241	0	0.04256	0.00503	0	0.02159	0	0	0	0	0.21803	0	0.01017	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	0.93491	0.04348	0.02776	0.00572	6.19978	6.3301	0.76621	1.60998	0.27899	0.01831	2.77943	4.64209	2.08159	1.65719	1.21983	4.03101	1.11988	1.5424	0.04759	1.2459	1.10797	12.91113	0.99617	0.75052	2.1375	3.8877	0.00386	0.65512	0.2015	0.00367	4.46366	0.48497	0.01951	1.52688	1.04121	0	0.03836	4.26997	0.03234	0.19486	0.75762	4.12801	0.93126	0.00095	0.05004	0.34641	0.34094	7.83089	0.57931	0.60878	0.57396	0.00235	0.01104	0.74968	0.00833	2.2177	0.87288	0.28779	0.40848	0.09138	1.16223	0.52805	0.00845	0.00097	0.04769	0.20963	13.33891	0.16406	0.19623	7.02452	0.0381	0.08286	0.04938	0.84921	0.00525	0.6004	0.54052	0.00371	1.50834	1.54441	0.02296	0.31163	1.92984	0.00606	2.03312	0.06653	0.07535	0.12781	0.05683	4.00913	4.94754	1.06235	0.02378	0.00033	10.28655	0.01076	4.13129	1.9512	0.80257	0.00823
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Oscillibacter|s__Oscillibacter_sp_57_20	0.76714	0.00698	0.0178	0.02053	1.35865	3.95103	0.36688	1.1533	0.06557	0.00225	2.76912	0.91567	0.46946	0.69159	14.05921	1.53584	0	0.00653	0.00576	0.00797	0.01182	0.8925	0.01179	0	0.00645	2.39708	0	0.64461	0.19443	0.57649	0.75925	4.9679	0.69831	0.65945	0.47686	0	0.00909	0.01221	0.10067	0.99623	0.00241	1.05484	1.07488	0.42259	0.4713	0.00107	1.7646	0	3.66249	0.86863	0.00739	1.85135	0.00453	0	0.00066	0.64596	7.66754	0	0.03275	0.00101	0.05285	0.05332	0.00217	0.45882	0.06062	0.00173	0.00138	0	0	0	0.01134	5.78646	0.73228	0.68884	3.28725	0.01069	0	0.33837	0	0.00735	0.00291	0.28959	0.00018	0.00237	0.10797	1.74703	0	2e-04	0.11101	0	4.12366	0.20517	4.59391	0.83976	2.99761	2.16499	0	0.20651	0.13091	0.02272
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus	0.70866	0.01451	0.27085	0	0.11659	0.72788	0.69686	0.00117	0.13081	0.4249	0.22764	1.94749	0.32479	0.58393	0.10077	0.26747	1.07807	0.1017	0	0.79969	0.24821	0.50945	0.84039	0.23268	0.24163	0.33638	0.00585	0.21385	0.06414	0.47251	1.23754	1.80902	0.01027	0.588	0.29058	0.74548	0	0.66394	0.00692	0.65681	1.61541	0.19509	0.04113	0.01472	0.37892	2.14002	0.18632	1.27285	0.01737	0.13195	0.54959	0.51614	0.23698	0.23237	0.36459	0.20662	0.01775	3.59462	0.13222	5.35041	0.35474	0.25487	0.90378	0	0.11386	1.26281	1.06409	0.11559	0.01509	0.14596	0.53441	0.6629	0.03567	0.45387	0.09175	1.35024	0.65337	0.17435	0.26418	0.3921	0.00613	0.14752	0.12255	1.48293	0.00967	1.10447	0.36638	0.02112	0.6994	0.14092	0.56207	0.11144	0.03615	0.11261	0.21704	3.03616	0.41273	0.94567	0.5297	0.11404
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae	0.46102	0.00781	0.30866	1.22249	0.11293	0.22898	0.79359	0.00267	0.02197	0.49068	0.36859	0.21467	0.47591	0.05785	0.02311	0.03973	0.91397	0.01382	0.016	0.49132	1.26909	0.0306	0.2255	0.01345	0.02504	0	0.0505	0.2154	0.28099	0.07352	0.02098	0.28463	0	0.03807	0.00949	0.06395	0.64291	0.38859	0.47597	0.00495	0.69844	0.01599	0.00266	0.0148	0.51222	0.12154	0.0992	0.01556	0.0045	0.02694	0.01619	0.25744	0.2322	0.3952	0.14834	0.0752	0	0.68702	0.01468	0.02505	0.19127	0.06974	0.1499	0	0.01946	0.12178	5.90178	0.04829	1.67083	1.00058	0.37415	0.06058	0.44188	0.07362	0.06332	0.14054	0.32586	0.01139	0.25674	0.13592	0.01344	0.00288	0.04128	0.0134	0.00071	0.01797	0.0113	0.00962	0.05712	0.01389	0.11955	0.01571	0.00458	0.0021	0.00608	0.0738	0.04961	0.0286	0.01626	0.15833
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	0.41652	0	0.08084	0.31711	0	0	0.07661	0.02939	0.00932	0.03605	0.00239	0	0.02425	0	0	0.00565	0	0.25536	0.01978	0.00764	0.00669	0	0.02218	0.00488	0.00874	0	0	0.00433	0.18564	0	0.00494	0.01616	0.00998	0	0.00638	0.03802	0.03662	0.08039	0	0	0.13995	0	0	0.78716	0.01349	0.08982	0.01217	0.00303	0.00999	0.00443	0.04814	0	0.50177	0.00516	0.00249	0	8e-04	0	0	0	0	0	0.01068	0.01818	0.04398	0.05417	0.05972	0.30871	0.26008	0.11777	0.01142	0.00598	0.00491	0.01992	0.0107	0.00181	0.00799	0.04416	0.03367	0	0.01222	0.01753	0.00378	0.06362	0	0	0.01616	0.00657	0.09013	0.00541	0	0.00605	0.03569	0	0	0	0.00138	0.00024	0.05237	0.02021
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0.39877	0.46689	0.39057	3.9643	5.71378	13.64725	1.34085	13.52315	1.60154	0.75335	1.95388	5.79018	2.98602	4.27728	1.48782	6.79467	4.4728	4.4445	0.0715	8.42091	3.37415	8.8477	4.59052	0.10679	2.7728	7.00173	0.05133	4.95344	2.36721	14.08413	3.38934	4.48697	5.58536	5.53708	2.44329	0.7193	4.89815	2.08192	4.02728	13.74066	1.11044	3.90259	4.76897	8.13549	4.14355	0.92387	13.7897	18.25165	15.94678	1.54298	7.55054	11.36711	1.91635	0.00331	3.54812	4.13821	9.78272	2.91236	1.47412	9.15439	2.69814	0.12848	7.6568	0.78934	1.36201	32.69805	0.04412	0.15175	0.29536	2.00557	4.8474	7.87486	9.78297	12.23404	1.33196	10.85222	1.15383	9.11613	1.77077	0.23983	0.07136	3.62542	6.51136	48.98499	1.51916	3.97782	0.41881	1.43296	2.71691	5.66961	9.45759	2.48246	14.33112	3.28818	3.76518	5.61944	8.58119	4.8027	1.9066	0.45011
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Monoglobus|s__Monoglobus_pectinilyticus	0.39334	0	0	0.13206	0.0796	0	0.2291	0.00038	0.04034	0	0.02615	0.10071	0.06493	0.01517	0.75353	0.12156	0.00409	0.39373	0	0.00096	0	0.0169	0.16254	0	0.07436	0.03413	0	0	0.3323	0.20986	0.00099	0	0.04789	0	0	5.68271	0	0.00553	0	0.68067	2.11066	0.05976	0	0.01362	0.00016	0	0.15792	0	0.00414	0	0.0042	0	0.63617	0	0.10845	0	0.0734	0	0	0	0	0.00125	0.07011	0	1.01318	0.0738	0	0	1.60291	0.38601	0	0	0	0.15821	0	0.1266	0	0.00632	0	0	0.02057	0.12631	0	0	2e-04	0	0	0	0.6294	0	0	0	0	0.01747	0	0.2006	0.09327	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0.38817	0	0	0	0.11959	0	0	0	0	0	0.04835	1.07544	0.14719	0	0.32104	0	0.10501	0	0	0.2665	0.14345	0	0.47937	0	0	0.48253	0	0.2252	0	0.03682	0	0.42893	1.1345	0.01432	0.167	0	0.04152	0	0.0305	0	0	0.08915	0.08494	0	0	0	0	0.05221	0.02368	0.43614	0	0.03222	0	0	0	0.0721	0	0.20995	0	0	0	0.08287	0.21003	0	0	0.07144	0.0379	0	1.45957	0.09445	0	0.03704	0.19626	0	0	0	0.32016	0.0609	0	0	0.15151	0.13968	0	0	0.02163	0.11912	0	0	0	0.0364	0	0	0.02785	0.03058	0	0.05465	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium|s__Ruthenibacterium_lactatiformans	0.38082	0.02545	1.17544	0.06021	0.00865	0.01399	1.2973	0.15499	0.03034	0.05962	0.73534	0.0307	0.12687	0.08424	0.04752	0.02807	0.00726	0.21367	0.38389	0.04169	0.08316	0.02907	0.1194	0.46537	0.0856	0.07983	1.00842	0.06965	0.27419	0.01924	0.0638	0.03559	14.21508	0.021	0.1599	0.09704	0.10793	0.25696	0.6083	0.06975	0.44744	0.02365	0.01586	2.20716	0.06766	0.08383	0.11549	0.05691	0.41174	0.0534	0.22161	0.07199	0.15697	0.0728	0.08178	0.01453	0.07084	0.09656	0.32017	0.00181	0.2662	0.2774	0.14761	0.12748	0.62477	0.43773	0.96459	0.62822	7.26224	0.27366	0.11207	0.02799	1.06865	0.09205	0.02413	0.03422	0.04562	0.04724	0.52628	0.04464	0.13014	0.3041	0.39319	0.90192	0.00701	0.0801	0.05402	0.07025	0.54376	0.05485	0.03661	0.07156	2.08562	0.00702	0.0297	0.0066	0.11528	0.01762	0.17312	1.46749
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	0.34535	1.86289	0.06211	0.00587	3.69693	6.34511	0	0.06048	3.04221	0.10952	0.0785	5.36409	0.22532	0.04459	0.26426	2.72214	3.66828	0.06111	0.01462	0.02328	0.48045	0.13766	2.29244	0.58694	2.04124	0.0014	0	0.55921	0.14864	0.00233	1.11141	1.1687	0.05179	1.43259	0.18796	0.84104	1.14952	0.01094	2.22742	0.09442	0.15721	1.18406	0.06124	0.00758	0.00367	0.24072	0.01558	0.96954	1.69458	1.00326	2.38653	0	0.60979	0	0.00314	10.00214	0.28472	0.73791	0.30514	0.1309	4.07974	0.01871	0.6489	0	0.37128	0.38324	0.02511	0.03934	0.08033	11.70107	0.0199	0.02947	0.02682	4.96733	0.00369	0.01186	0.41355	1.63994	0.03085	0.41713	0.01997	0.02845	0.00213	0.02363	0.18938	0.07885	0	0.15004	0.04163	0	0.10196	0.00178	0.20167	0	0.01166	0.57826	2.36885	0.05107	0.64449	0.01003
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified|g__Firmicutes_unclassified|s__Firmicutes_bacterium_CAG_83	0.30712	0.01796	0.00946	0.01053	0.01162	0	0.01337	0.02726	0.129	0	0	0.06284	0.14549	0.00699	0.25007	0.03488	0.11646	0	0	0	1.19075	0.00375	0.15751	0	0.04891	0.0082	0.00358	0.06431	0	0.16731	0	0.02871	0.91175	0.01144	0.04772	0.40049	0.00059	0	0	0.02697	0	0.06796	0.14777	17.17173	0.87893	1.64027	0.07679	0.02773	0.45744	0.11583	0	0.00713	0	0.07582	0.48064	0.03922	0.12592	0	1.77735	0	0	0.0311	0.00314	0.02284	0.00083	0	0.00259	0.00276	0.00488	0.00088	0.01061	0.0779	0.4717	0.00178	0.37984	0	3.19649	0.27106	0	0	0.30812	0.14111	0.00251	2.08786	0.0421	0.07205	0.03616	1.48431	0	0.00381	0.63185	0.30176	0.01591	0.00476	0.00691	0.20314	0	0.16443	0.21536	6.08456
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317	0.29388	0.01349	0.09789	0	0	0.00784	0.35811	0	0	0.29685	0	0	0	0.26103	0.07983	0	0	0	0.19207	0	0.01925	0	0.05341	0	0.00221	0.00552	0	0	0.01436	0	0	0.02829	0	0	0.00053	0.19121	0.0164	0.21058	0.06183	0	0.09063	0	0	0	0.18137	0.03323	0	0	0	0.00251	0.04955	0.03742	0.13124	0.06584	0.00428	0	0	0.07235	0	0	0.00074	0.02333	0	0	0.03302	0	0	0.01598	0.00211	0.04206	0	0	0.00386	0.05021	0	0	0.00538	0	0	0	0.2133	0	0	0	0	0	0	0.00425	0.05056	0	0	0	0.07776	0	0	0	0.01209	0	0	0.00356
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0.28299	0.06195	0.02125	0.00328	0.57307	0.45288	0.70575	0.13314	0.02201	0.00092	0.08532	0.36214	0.12869	2.66402	0.46692	0.08528	0.0012	0.00376	0	0.06572	0.10025	0.69705	0.63814	0.00326	0.00706	0.36128	0.00631	0.15395	0.01899	0.32515	0.40712	1.26375	0.13794	1.09322	0.25988	3.17566	0.00864	0.11256	0.00372	0.26529	0.44508	0.10345	0.05982	0.11894	1.04024	0.03283	2.38624	0.02585	1.12558	0.09784	1.03314	5.36297	1.01936	0	0.42789	0.09022	1.02255	0.52903	0.80147	0.01425	0.57917	0	0.29412	0.00877	0	0.4613	0	0.08332	0	0	0	0.02542	0.03212	0.00242	4.98422	2.47591	0.04214	0.67255	0	0.05492	1.3631	0.05451	0.01199	2.22485	0.04089	0.30008	0.02489	0.22888	0.23738	0.38808	0.86369	1.9691	1.01805	0.53934	1.03503	4.02788	0.34781	0.00845	0.10672	0.25709
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_58	0.25793	0.13114	0.16227	0	0.11039	0.09425	0.26369	0.01736	0.04881	0.34676	5e-04	0.0761	0.07954	0	0.36205	0.27122	0.08065	0	0.12065	0	0.37144	0.1824	0.42521	0.04241	0.11574	0.26636	0	0.10568	0.31187	0.09942	0.0223	0.3522	0.09962	0.398	0.04342	0	0.09515	0.16161	0.12237	0.03144	0.15304	0.03352	0.11783	1.0837	0.37393	0	0.14123	0	0.82503	0.00916	0.35314	0.12448	0.28852	0.43523	0	0.20744	0.01803	0.10519	0	0	0.17709	0.03258	0	0	0.52799	5.83306	0.00131	0.26156	0	0.92962	0.14548	0.00213	0.12705	0.64019	0	0.16373	0.07921	0.05216	0	0	0.203	0.23626	0	0.00361	0	0.04119	0.09041	0.03768	0.65864	0.07661	0.00757	0	0.44169	0.19723	0.05878	0	0.50366	0	0.1914	0.02293
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_aerofaciens	0.21191	0.00377	0.1941	0.02052	0.12255	0	1.98911	5.60821	0.16573	0.08597	0.00324	0.29793	0.13872	0	0.2917	0.11525	0.39287	0.00092	0.0041	0.02759	1.72719	0.43804	0.84862	0.00563	0.00412	0.72802	0.00098	0.8506	0.20418	0	0.17366	0.2828	2.01527	0.30727	0.49857	0	0.00936	0.13674	0.27574	0.63831	0.2874	0.00537	0.32001	1.11075	0.39223	0.00102	0.56304	0	1.36799	0.18386	0	0.06137	0	0	0	0.1774	1.28076	0	1.24186	0.1081	0.09014	0.00164	0	0	0.31574	0.00304	0.01047	0.82336	0	0	0.3519	0.37685	0	0	0.08106	0.1574	0.0015	0.26753	0	1.29225	0.001	0.00261	0.28269	0.00295	0.03	0.47257	0.2412	0.40323	0.01028	0	0.28282	0.08235	1.09267	0.08309	0.12209	0.07517	0.17997	0.3992	0.15605	0.00285
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerotignum|s__Anaerotignum_lactatifermentans	0.19653	0.07863	1.05132	0	0.09723	0	0.58988	0	0.15675	0.15597	0.02057	0	0	0	0	0	0.03131	0	0	0	0	0	0.00055	0.24981	0.02933	0	0	0.02313	0	0.01519	0.00117	0	0	0	0	0.34804	0.03967	0.08774	0	0	0.73619	0	0	0.01896	0.2787	0	0	0	0	0	0.05514	0	0.56528	0.03871	0.09738	0.03143	0	0	0	0.10231	0.11739	0	0	0	0.03727	0	0	0	0	0.02128	0	0	0	1.63245	0	0.00858	0	0	0	0	0	0	0	0.282	0	0	0.03956	0.46318	2.04662	0	0	0	0.22701	0	0	0	0	0	0	0.00029
